id,name,coord,mmsi,heading,s_date,color,p_url
46094,PLUTO,"41.193500,-8.686970",636016416,231,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/636016416/
46119,ENCANTOS DO DOURO,"41.144200,-8.664540",263750840,511,2023-05-23T18:00,12,https://www.econdb.com/maritime/vessel/async/263750840/
54171,S JOAO BATISTA,"41.183300,-8.699440",263420260,511,2023-06-06T07:30,11,https://www.econdb.com/maritime/vessel/async/263420260/
65790,CANNETO M,"41.182500,-8.709910",247242200,190,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/247242200/
74333,SEA STAR,"41.146300,-8.674800",263752790,511,2023-05-28T19:00,12,https://www.econdb.com/maritime/vessel/async/263752790/
9672,KORSARO,"41.175500,-8.708330",247256400,162,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/247256400/
11511,EASTERN EDELWEISS,"41.191600,-8.690280",477721900,232,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/477721900/
101584,INFANTA,"41.145400,-8.670010",263673864,511,2023-06-03T19:30,12,https://www.econdb.com/maritime/vessel/async/263673864/
105696,VEGA GRANAT,"41.195000,-8.684670",211834380,232,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/211834380/
119082,ROTA DO DOURO,"41.145600,-8.653380",263752680,511,2023-04-24T11:30,12,https://www.econdb.com/maritime/vessel/async/263752680/
123114,RIO DE OURO,"41.145200,-8.664670",263753580,511,2023-04-29T13:30,12,https://www.econdb.com/maritime/vessel/async/263753580/
127264,PORTODOURO,"41.145300,-8.659450",263750540,511,2023-04-15T13:00,12,https://www.econdb.com/maritime/vessel/async/263750540/
137459,VENTURA TENDER 22,"41.178600,-8.703780",310562040,511,2023-05-13T10:00,12,https://www.econdb.com/maritime/vessel/async/310562040/
156291,SERAPHINE,"41.178100,-8.700850",229076000,234,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/229076000/
194519,DOURO ABAIXO,"41.144300,-8.663160",263753666,511,2023-04-30T13:30,12,https://www.econdb.com/maritime/vessel/async/263753666/
301579,MILENIO DO DOURO,"41.145900,-8.676370",263750550,511,2023-04-25T19:00,12,https://www.econdb.com/maritime/vessel/async/263750550/
310429,CACHAO DA VALEIRA,"41.191500,-8.687600",263673397,511,2023-06-05T13:00,11,https://www.econdb.com/maritime/vessel/async/263673397/
383825,DESTERRO,"41.185300,-8.698540",263600008,219,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/263600008/
385082,VISTADOURO,"41.144600,-8.677620",263753870,511,2023-05-18T17:30,12,https://www.econdb.com/maritime/vessel/async/263753870/
444163,MGD JOY,"41.189500,-8.687890",256132000,270,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/256132000/
477791,ESPADELA,"41.145000,-8.677270",263674003,511,2023-04-08T09:30,12,https://www.econdb.com/maritime/vessel/async/263674003/
104004,YIN NENG,"-29.874500,31.043300",413338000,45,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/413338000/
452479,BELYAMATO,"-29.885200,31.041000",258026000,63,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/258026000/
22780,SILVER FIRDA,"61.931200,5.119500",258407000,347,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/258407000/
56359,AIDAPERLA,"61.939900,5.123620",247385300,30,2023-06-06T09:00,12,https://www.econdb.com/maritime/vessel/async/247385300/
23346,MOEN NEROYSUND,"61.937500,5.117930",258012230,218,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/258012230/
3727,HORNELEN,"61.924600,5.120340",257948800,187,2023-06-06T09:00,12,https://www.econdb.com/maritime/vessel/async/257948800/
13252,SOLFJORD,"61.983400,5.137630",257010700,511,2023-06-06T09:00,12,https://www.econdb.com/maritime/vessel/async/257010700/
16216,LANGSUND,"61.955700,5.147430",258476000,20,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/258476000/
256939,TOPAS,"61.933500,5.114740",257029750,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/257029750/
256940,OEYGLIMT,"61.933400,5.114280",257035700,511,2023-06-06T09:00,12,https://www.econdb.com/maritime/vessel/async/257035700/
257064,FROYSJO,"61.911000,5.091220",257493800,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/257493800/
289803,STORM,"61.932100,5.113370",257769600,511,2023-06-03T12:30,12,https://www.econdb.com/maritime/vessel/async/257769600/
314051,FS AQUARIUS,"61.931500,5.119890",255806486,346,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/255806486/
362206,LINDENES 1,"61.916200,5.162240",257242900,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/257242900/
465701,FROY VESTKAPP,"61.971200,5.141540",257128110,511,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/257128110/
483370,VESTSERVICE,"61.930200,5.117880",257233800,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/257233800/
8298,KOTA BAHAGIA,"-32.916900,151.770000",566307000,164,2023-06-06T05:00,2,https://www.econdb.com/maritime/vessel/async/566307000/
42603,LIAN HUAN HU,"-32.915100,151.773000",414267000,160,2022-08-01T21:00,22,https://www.econdb.com/maritime/vessel/async/414267000/
105607,OCEAN RECOVERY,"-32.919200,151.762000",518100621,161,2022-12-26T19:30,11,https://www.econdb.com/maritime/vessel/async/518100621/
425041,THE PRINCESS,"-32.925000,151.770000",503029090,511,2023-02-02T12:30,12,https://www.econdb.com/maritime/vessel/async/503029090/
419545,SHORTLAND,"-32.919900,151.782000",503706900,511,2023-02-17T05:30,12,https://www.econdb.com/maritime/vessel/async/503706900/
398194,ATMOS,"-32.916700,151.796000",503071280,511,2023-03-18T21:00,11,https://www.econdb.com/maritime/vessel/async/503071280/
45680,SHOYOH,"-32.883500,151.756000",431988000,124,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/431988000/
63562,LORD STAR,"-32.881600,151.753000",370879000,122,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/370879000/
90169,FPMC B GUARD,"-32.885500,151.760000",636014905,111,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/636014905/
39519,AN LI,"-32.888800,151.770000",232012546,111,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/232012546/
115459,GEMINI OCEAN,"-32.887800,151.767000",372213000,114,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/372213000/
132644,BAY CONNECTIONS 1,"-32.918500,151.760000",503105850,511,2023-04-22T01:30,12,https://www.econdb.com/maritime/vessel/async/503105850/
137067,CORONA OPTIMUM,"-32.887600,151.764000",538003767,133,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/538003767/
180134,RUI NING 20,"-32.885800,151.758000",414058000,128,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/414058000/
425384,WILLIAM THE FOURTH,"-32.916500,151.774000",503041370,511,2023-04-22T01:30,12,https://www.econdb.com/maritime/vessel/async/503041370/
459829,YONG AO,"-32.914900,151.773000",413395130,165,2023-06-05T23:00,22,https://www.econdb.com/maritime/vessel/async/413395130/
463315,HUNTER,"-32.920600,151.781000",503707100,511,2023-04-22T01:30,12,https://www.econdb.com/maritime/vessel/async/503707100/
483667,VITALITY DIVA,"-32.913800,151.772000",352002496,344,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/352002496/
375559,VAUBAN,"50.628600,5.572920",205543590,511,2022-11-02T12:00,12,https://www.econdb.com/maritime/vessel/async/205543590/
357894,NEPTUNIA 44,"50.656800,5.627130",205358790,511,2023-03-31T02:30,11,https://www.econdb.com/maritime/vessel/async/205358790/
27366,UHL FLAIR,"52.421000,4.768160",255806359,341,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/255806359/
113450,PAUWGRACHT,"52.424400,4.760930",244117000,72,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244117000/
62233,TIMCA,"52.416300,4.770650",246521000,342,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/246521000/
3230,BF CARTAGENA,"52.432300,4.727780",209207000,104,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/209207000/
20665,LIBERTY ANN,"52.417400,4.805550",244700979,511,2023-02-05T18:00,12,https://www.econdb.com/maritime/vessel/async/244700979/
38794,BOREAS,"52.426600,4.742910",244630980,511,2022-06-21T01:30,22,https://www.econdb.com/maritime/vessel/async/244630980/
93418,REVENU,"52.423700,4.801030",44740697,511,2022-06-24T16:30,2,https://www.econdb.com/maritime/vessel/async/44740697/
376051,KYTHERA,"52.426600,4.742640",244820380,511,2022-07-01T19:30,11,https://www.econdb.com/maritime/vessel/async/244820380/
16940,INFINITY,"52.431700,4.724710",244660811,511,2022-07-21T22:00,22,https://www.econdb.com/maritime/vessel/async/244660811/
69664,EQUINOX VOYAGER,"52.424900,4.763250",319721000,252,2022-07-25T09:00,2,https://www.econdb.com/maritime/vessel/async/319721000/
434977,KOOLE10030,"52.420000,4.799680",246163000,511,2022-09-29T13:30,11,https://www.econdb.com/maritime/vessel/async/246163000/
438298,BOREAS,"52.439300,4.753090",244690601,511,2022-10-06T23:30,2,https://www.econdb.com/maritime/vessel/async/244690601/
91313,KVB COPPIA,"52.419100,4.741670",205427290,511,2022-10-20T12:00,2,https://www.econdb.com/maritime/vessel/async/205427290/
11934, ODESSA,"52.410300,4.799000",244660857,511,2022-10-23T05:00,2,https://www.econdb.com/maritime/vessel/async/244660857/
88458,DECOIL UNIVERSAL,"52.422300,4.767440",244670088,342,2022-10-30T00:00,22,https://www.econdb.com/maritime/vessel/async/244670088/
449739,FJORDVIK,"52.419800,4.772170",311000588,511,2022-11-03T21:00,2,https://www.econdb.com/maritime/vessel/async/311000588/
161496,FLEXFUELER002,"52.421900,4.773270",205237990,511,2022-11-04T10:00,22,https://www.econdb.com/maritime/vessel/async/205237990/
160446,MARTENS 6,"52.423700,4.792590",244620836,511,2022-12-05T13:30,22,https://www.econdb.com/maritime/vessel/async/244620836/
45428,KP8,"52.417100,4.806140",244110825,511,2023-02-04T06:30,0,https://www.econdb.com/maritime/vessel/async/244110825/
163297,TAMARA,"52.408100,4.770470",244670572,75,2022-12-18T23:30,2,https://www.econdb.com/maritime/vessel/async/244670572/
2582,PA4/ATHENA,"52.417400,4.805600",244690186,216,2023-02-20T13:30,11,https://www.econdb.com/maritime/vessel/async/244690186/
4368,PA5/POLLUX,"52.417600,4.805850",244660572,221,2023-02-20T14:30,11,https://www.econdb.com/maritime/vessel/async/244660572/
39412,DOMINICA,"52.408400,4.770750",244900034,511,2023-01-26T15:00,22,https://www.econdb.com/maritime/vessel/async/244900034/
59836,ISIROSTAD,"52.427700,4.742700",205529290,511,2023-02-24T12:00,22,https://www.econdb.com/maritime/vessel/async/205529290/
45476,SHENANDOAH,"52.410400,4.798480",205334390,511,2023-06-04T16:30,22,https://www.econdb.com/maritime/vessel/async/205334390/
48247,BEATE JAEGERS,"52.428600,4.742350",211500400,281,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/211500400/
48349,INCONSTANT,"52.409000,4.790010",244750557,181,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244750557/
48844,IMMANUEL,"52.426600,4.779430",244660002,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244660002/
50965,OTHELLO,"52.427700,4.742660",211268380,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/211268380/
53214,VARIATIE,"52.423900,4.801430",244710534,511,2023-05-24T19:30,2,https://www.econdb.com/maritime/vessel/async/244710534/
54305,CIELO DI ULSAN,"52.414800,4.749580",256902000,168,2023-06-06T08:30,22,https://www.econdb.com/maritime/vessel/async/256902000/
54882,HAFNIA LEO,"52.413800,4.750830",256448000,348,2023-05-25T13:30,22,https://www.econdb.com/maritime/vessel/async/256448000/
57943,STADSWATERKANTOOR,"52.430300,4.783350",244860103,511,2023-06-05T11:30,11,https://www.econdb.com/maritime/vessel/async/244860103/
66419,VIGO,"52.410500,4.797130",244670171,511,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/244670171/
70449,AQUALITY,"52.408000,4.789390",205433390,0,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/205433390/
73604,KP19,"52.418800,4.740120",244850548,511,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/244850548/
77587,SAN FERNANDO,"52.413800,4.750890",235076731,350,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/235076731/
80954,SUNRISE,"52.431900,4.732650",636017481,102,2023-06-02T06:00,22,https://www.econdb.com/maritime/vessel/async/636017481/
82470,ARDMORE SEAVANGUARD,"52.413500,4.748090",538005249,350,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/538005249/
87879,ORION,"52.424800,4.761750",244660105,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244660105/
23071,PIZ ROSEG,"52.426600,4.743030",244780488,511,2023-06-06T08:30,22,https://www.econdb.com/maritime/vessel/async/244780488/
23154,AVERY,"52.406800,4.772640",244690485,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244690485/
27039,ARION,"52.424900,4.766040",205319790,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/205319790/
27377,PRIMERA,"52.418200,4.746420",253242337,511,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/253242337/
27558,EILTANK 72,"52.415800,4.741880",211735640,511,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/211735640/
28151,NORTH DAKOTA,"52.415500,4.744460",244094246,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244094246/
28276,FUNDAMENT,"52.409500,4.788440",244010304,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244010304/
28776,COMMANDER,"52.426700,4.743320",244620841,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244620841/
30092,SPEELMAN,"52.411400,4.791530",244660067,91,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244660067/
30972,KP 7,"52.417100,4.805820",244615232,511,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/244615232/
34337,STI BROADWAY,"52.401300,4.774050",538005513,15,2023-06-03T14:00,22,https://www.econdb.com/maritime/vessel/async/538005513/
34556,SOMTRANS LNG,"52.407300,4.773230",244031327,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244031327/
34568,SHANNON STAR,"52.416800,4.748940",248553000,350,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/248553000/
36007,BONTEKOE JR,"52.411000,4.791870",244750282,511,2023-04-24T07:30,11,https://www.econdb.com/maritime/vessel/async/244750282/
38209,WILLY,"52.414500,4.746450",236213000,352,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/236213000/
40971,BONAIRE,"52.408100,4.770480",244750306,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244750306/
41204,CORNELIS,"52.403600,4.791220",244780583,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244780583/
1911,PERGO,"52.430700,4.755100",244630003,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244630003/
2195,FINT,"52.402500,4.772590",244810764,511,2023-06-03T12:00,22,https://www.econdb.com/maritime/vessel/async/244810764/
2850,SOMTRANS XXVIII,"52.427400,4.743020",205524390,511,2023-06-06T08:30,22,https://www.econdb.com/maritime/vessel/async/205524390/
3184,PRIDE OF FAIAL,"52.410400,4.794170",244630829,511,2023-06-06T08:30,22,https://www.econdb.com/maritime/vessel/async/244630829/
4076,ZWAANTJE 2,"52.424200,4.789170",244670169,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244670169/
4182,   WESSEL,"52.420000,4.799810",244670642,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244670642/
4367,STAATSMAN,"52.402600,4.772830",244620737,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244620737/
4575,BRAVEWIND,"52.415000,4.768850",255806364,252,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/255806364/
5071,YESSLYNN,"52.428100,4.784020",244660171,511,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/244660171/
5198,VANQUISH,"52.414700,4.749160",244660114,168,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244660114/
5886,ANTARES,"52.411700,4.787690",205525390,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/205525390/
7633,CATALEYA,"52.424100,4.772410",244670528,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244670528/
8176,EXTENSIO,"52.426700,4.776240",244780232,511,2023-06-04T18:30,2,https://www.econdb.com/maritime/vessel/async/244780232/
8418,SHALOM,"52.428200,4.757900",244810551,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244810551/
8833,JAGUAR,"52.431300,4.730100",244020898,511,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/244020898/
9061,MELIUS,"52.427500,4.742920",244005969,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244005969/
9302,PATRICIA,"52.426800,4.743020",244700326,281,2023-06-06T08:30,22,https://www.econdb.com/maritime/vessel/async/244700326/
9350,BIRGIT KNUTSEN,"52.406100,4.773460",215236000,19,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/215236000/
9770,SALERNO,"52.406400,4.778620",244660536,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244660536/
10346,WIEN,"52.411000,4.791960",269057123,511,2023-06-06T08:30,22,https://www.econdb.com/maritime/vessel/async/269057123/
11866,SENDO NAVE,"52.423700,4.766650",244076746,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244076746/
12464,POSEIDON,"52.415200,4.742090",205351390,511,2023-06-06T08:00,22,https://www.econdb.com/maritime/vessel/async/205351390/
13158,RUYTERKADE,"52.410300,4.799000",244180985,511,2023-06-06T08:30,22,https://www.econdb.com/maritime/vessel/async/244180985/
14248,NIEUWE MAAS,"52.418100,4.750880",244316022,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244316022/
15222,BERYL,"52.406000,4.773060",244830541,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244830541/
18055,AQUA MOSA,"52.418400,4.750990",244130295,511,2023-06-06T06:00,22,https://www.econdb.com/maritime/vessel/async/244130295/
18933,HOPPETOSSA,"52.403600,4.787900",244670671,511,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/244670671/
19025,IGMA-KRAAN 2,"52.413200,4.771880",244750294,511,2023-06-06T08:30,2,https://www.econdb.com/maritime/vessel/async/244750294/
20183,MEZZOFORTE,"52.428500,4.742290",244700374,281,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244700374/
20899,CHALLENGER,"52.414700,4.769090",244004909,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244004909/
21768,PANTA RHEI,"52.434200,4.728250",244750541,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244750541/
21949,VANTHYA,"52.424800,4.764120",244700710,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244700710/
22073,JADE,"52.424700,4.761240",244690690,72,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244690690/
22482,SOLUTION,"52.411200,4.791490",244131439,91,2023-06-06T08:30,22,https://www.econdb.com/maritime/vessel/async/244131439/
43925,ATLANTIS ANTIBES,"52.401300,4.776670",249702000,352,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/249702000/
44235,MOTIVATION,"52.418700,4.774750",244186831,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244186831/
103614,HAFNIA TANZANITE,"52.413000,4.777240",538006764,342,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/538006764/
105784,GERJA 2,"52.402100,4.786560",244750856,270,2023-05-17T23:30,2,https://www.econdb.com/maritime/vessel/async/244750856/
116633,MAGIC SEAS,"52.413800,4.771960",636016531,163,2023-06-03T14:30,2,https://www.econdb.com/maritime/vessel/async/636016531/
120397,CONNECTOR,"52.419100,4.769200",253751000,341,2023-06-06T09:00,11,https://www.econdb.com/maritime/vessel/async/253751000/
122405,PA20 HAVENBEHEER,"52.417600,4.805310",244670804,511,2023-06-05T17:30,11,https://www.econdb.com/maritime/vessel/async/244670804/
124291,SHANDONG FU HUI,"52.425400,4.744680",477131700,171,2023-06-03T14:30,2,https://www.econdb.com/maritime/vessel/async/477131700/
125646,AVONTURIER,"52.430100,4.760010",244730398,511,2023-05-08T07:00,2,https://www.econdb.com/maritime/vessel/async/244730398/
173785,AMATA,"52.425600,4.744570",244780385,170,2023-05-20T22:30,2,https://www.econdb.com/maritime/vessel/async/244780385/
256824,JANJO,"52.408100,4.778700",244725817,180,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244725817/
327867,AMICITAS,"52.410500,4.772400",244690351,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244690351/
329142,CHRISTIAN BURMESTER,"52.427900,4.742560",211836280,272,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/211836280/
358820,VRIJBUITER,"52.411300,4.782180",244750568,271,2023-06-02T00:30,12,https://www.econdb.com/maritime/vessel/async/244750568/
369666,BOREAS,"52.410400,4.794020",253242216,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/253242216/
380537,ALKEA,"52.417500,4.774090",636021853,343,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/636021853/
426081,NZK PONT 104,"52.431700,4.724730",244373658,511,2023-06-06T09:00,12,https://www.econdb.com/maritime/vessel/async/244373658/
434846,BLUE SARAH,"52.426900,4.743020",244313824,511,2023-06-06T08:30,22,https://www.econdb.com/maritime/vessel/async/244313824/
438668,SEAGLASS II,"52.411400,4.782440",636021908,270,2023-05-28T00:00,2,https://www.econdb.com/maritime/vessel/async/636021908/
467232,FURE SKAGEN,"52.409400,4.773450",231875000,7,2023-06-05T08:30,22,https://www.econdb.com/maritime/vessel/async/231875000/
470608,SARON,"52.410900,4.791690",244038063,511,2023-04-12T13:30,11,https://www.econdb.com/maritime/vessel/async/244038063/
37431,RH NORWAY,"59.927600,10.806300",257999919,33,2023-01-25T19:00,11,https://www.econdb.com/maritime/vessel/async/257999919/
18344,INTEGRITY,"51.742200,5.265980",244740042,511,2022-08-21T02:00,22,https://www.econdb.com/maritime/vessel/async/244740042/
30702,ELISABETH,"51.712500,5.275730",244710565,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244710565/
43537,SALVATORE,"51.729000,5.260370",244660296,511,2023-06-06T08:00,2,https://www.econdb.com/maritime/vessel/async/244660296/
13227,DEN BOSCH MAX GROEN,"51.708000,5.270490",244001927,511,2023-06-06T08:00,2,https://www.econdb.com/maritime/vessel/async/244001927/
20921,MERWEDE,"51.716400,5.275980",244700393,511,2023-06-06T09:00,2,https://www.econdb.com/maritime/vessel/async/244700393/
116587,RHISC1902,"51.725700,5.280810",244495000,511,2023-05-12T11:30,11,https://www.econdb.com/maritime/vessel/async/244495000/
131195,RV 29,"51.737100,5.264140",244210136,511,2023-06-05T08:30,11,https://www.econdb.com/maritime/vessel/async/244210136/
206155,MAKKE BEER III,"51.708400,5.292450",244660267,511,2023-05-29T12:00,2,https://www.econdb.com/maritime/vessel/async/244660267/
269216,OUWE DIRK,"51.720800,5.273430",244670149,511,2023-05-23T12:00,12,https://www.econdb.com/maritime/vessel/async/244670149/
485919,0,"42.154000,41.652900",213758000,511,2023-05-05T14:30,11,https://www.econdb.com/maritime/vessel/async/213758000/
72239,TESCO,"52.396900,4.808650",244690277,511,2022-07-12T20:30,11,https://www.econdb.com/maritime/vessel/async/244690277/
101456,BONITAS,"52.419500,4.807640",244700453,511,2022-12-19T18:30,22,https://www.econdb.com/maritime/vessel/async/244700453/
12434,THETIS,"52.417900,4.807270",245354000,12,2023-05-16T00:30,22,https://www.econdb.com/maritime/vessel/async/245354000/
18766,SAVONA,"52.418800,4.809060",205544190,511,2023-05-31T22:30,11,https://www.econdb.com/maritime/vessel/async/205544190/
23531,RIVER PRINCESS,"52.418100,4.807380",244730824,14,2023-04-03T22:30,12,https://www.econdb.com/maritime/vessel/async/244730824/
4063,VOYAGE,"52.419000,4.809190",244690901,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244690901/
10591,SOMTRANS XXV,"52.419100,4.809300",244650960,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/244650960/
14514,VENTRANS II,"52.419000,4.809560",205471190,511,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/205471190/
352685,KONING,"52.417400,4.807350",244870223,198,2023-06-06T04:00,12,https://www.econdb.com/maritime/vessel/async/244870223/
91779,MSC FEBE,"36.003500,120.201000",372729000,222,2023-06-06T03:59,2,https://www.econdb.com/maritime/vessel/async/372729000/
71714,MAERSKMCKINNEYMOLLER,"35.996200,120.260000",219018271,0,2023-06-05T17:59,2,https://www.econdb.com/maritime/vessel/async/219018271/
8041,APL VANDA,"36.000500,120.198000",566954000,221,2023-06-05T09:59,2,https://www.econdb.com/maritime/vessel/async/566954000/
352643,CMA CGM ARCTIC,"36.000300,120.197000",229778000,222,2023-06-06T01:59,2,https://www.econdb.com/maritime/vessel/async/229778000/
109127,MOL COURAGE,"36.033100,120.263000",431296000,105,2023-06-05T17:59,2,https://www.econdb.com/maritime/vessel/async/431296000/
14905,KOTA SELAMAT,"36.011700,120.231000",566282000,232,2023-06-05T23:59,2,https://www.econdb.com/maritime/vessel/async/566282000/
77236,SITC HOCHIMINH,"35.996700,120.207000",477203300,232,2023-06-04T19:59,2,https://www.econdb.com/maritime/vessel/async/477203300/
411883,SU LIAN HAI 5688,"35.086300,119.297000",414352560,511,2022-08-21T13:30,2,https://www.econdb.com/maritime/vessel/async/414352560/
99450,GLOBAL GOLD,"-39.472500,176.921000",373889000,301,2023-06-04T04:30,2,https://www.econdb.com/maritime/vessel/async/373889000/
187785,TIN ZIREN,"36.752400,5.094690",605086070,511,2022-07-14T11:30,2,https://www.econdb.com/maritime/vessel/async/605086070/
56912,MONTE CERVANTES,"-3.523450,-38.801400",563051200,142,2023-06-04T18:30,2,https://www.econdb.com/maritime/vessel/async/563051200/
28095,SAGA NAVIGATOR,"-3.525580,-38.798600",477897700,140,2023-06-05T20:30,2,https://www.econdb.com/maritime/vessel/async/477897700/
11401,INDUSTRIAL MOMENTUM,"-3.501890,-38.815400",245980000,331,2023-05-20T18:30,2,https://www.econdb.com/maritime/vessel/async/245980000/
156428,FORTE DOS REIS MAGOS,"-3.533300,-38.799500",352001115,140,2022-06-17T22:30,2,https://www.econdb.com/maritime/vessel/async/352001115/
36473,WS ANTARES,"-3.533110,-38.796600",710000873,511,2023-06-06T01:30,11,https://www.econdb.com/maritime/vessel/async/710000873/
72255,SOUND YOUNG,"-3.533710,-38.800300",538008936,138,2023-06-06T05:30,2,https://www.econdb.com/maritime/vessel/async/538008936/
396422,FORTE DOS REIS MAGOS,"-3.533240,-38.799400",710033480,139,2023-06-06T01:30,2,https://www.econdb.com/maritime/vessel/async/710033480/
38675,AURORA,"54.985600,-1.456880",304080000,253,2023-06-04T19:00,2,https://www.econdb.com/maritime/vessel/async/304080000/
113492,BUNUN BRAVE,"54.986200,-1.453470",374846000,253,2023-06-04T23:00,2,https://www.econdb.com/maritime/vessel/async/374846000/
